"S-15-114"
Time (hr),Q+ (ft^3/s),Q- (ft^3/s),V+ (ft^3),V- (ft^3)
6.333333333333333,  1.140505365E+002,  1.571778300E-003,  1.197256470E+007,  1.603529762E+003
6.500000000000000,  1.102119078E+002,  2.463061765E-003,  1.203982596E+007,  1.604496583E+003
6.664749035281698,  1.066189542E+002,  4.540187225E-003,  1.210411821E+007,  1.606606719E+003
6.666666666666667,  1.065753250E+002,  3.950049978E-003,  1.210485410E+007,  1.606635849E+003
6.833333333333333,  1.031165920E+002,  5.619794756E-005,  1.216775376E+007,  1.607181772E+003
7.000000000000000,  9.982552865E+001,  6.087178290E-006,  1.222862686E+007,  1.607192676E+003
7.166666666666667,  9.675191248E+001,  7.176589353E-004,  1.228759104E+007,  1.607253248E+003
7.333333333333333,  9.379056300E+001,  2.621996406E-003,  1.234474682E+007,  1.608319608E+003
7.384599874406143,  9.290937931E+001,  2.965413012E-003,  1.236197540E+007,  1.608813767E+003
7.500000000000000,  9.096762864E+001,  3.946346320E-005,  1.240016957E+007,  1.608991490E+003
7.666666666666667,  8.828906825E+001,  2.947472225E-004,  1.245394078E+007,  1.609022888E+003
7.833333333333333,  8.574703072E+001,  3.784022403E-003,  1.250614098E+007,  1.609830351E+003
7.857124405309754,  8.539851183E+001,  4.504478315E-003,  1.251347006E+007,  1.610172269E+003
8.000000000000000,  8.331678775E+001,  8.904434312E-005,  1.255685402E+007,  1.610904595E+003
8.166666666666666,  8.098227909E+001,  1.905053351E-003,  1.260614001E+007,  1.611369184E+003
8.252603314317922,  7.982783505E+001,  2.700191189E-003,  1.263101402E+007,  1.612067345E+003
8.333333333333334,  7.876248194E+001,  2.991863547E-004,  1.265405941E+007,  1.612234659E+003
8.500000000000000,  7.662306842E+001,  3.305307841E-003,  1.270067062E+007,  1.613459241E+003
8.535800123189613,  7.617634558E+001,  3.739760346E-003,  1.271051703E+007,  1.613887081E+003
8.666666666666666,  7.455448120E+001,  4.229099616E-005,  1.274602194E+007,  1.614119295E+003
8.833333333333334,  7.257999969E+001,  7.098668759E-006,  1.279015676E+007,  1.614129742E+003
9.000000000000000,  7.070614482E+001,  3.010441385E-006,  1.283313874E+007,  1.614132482E+003
9.166666666666666,  6.890344809E+001,  1.825714125E-006,  1.287501963E+007,  1.614133876E+003
9.333333333333334,  6.715210323E+001,  1.317572021E-006,  1.291583633E+007,  1.614134802E+003
9.500000000000000,  6.545496816E+001,  1.044939638E-006,  1.295561335E+007,  1.614135503E+003
9.666666666666666,  6.382387989E+001,  8.765874593E-007,  1.299439348E+007,  1.614136076E+003
9.833333333333334,  6.226171809E+001,  7.618630567E-007,  1.303221662E+007,  1.614136565E+003
10.00000000000000,  6.074994916E+001,  1.073574874E-004,  1.306911727E+007,  1.614142623E+003
10.14093415493106,  5.949710043E+001,  1.316519394E-003,  1.309962054E+007,  1.614416483E+003
10.16666666666667,  5.926901636E+001,  1.034870268E-003,  1.310512160E+007,  1.614520438E+003
10.23772545333431,  5.865350041E+001,  1.940292702E-003,  1.312020402E+007,  1.614849889E+003
10.33333333333333,  5.784215526E+001,  1.158073908E-003,  1.314025182E+007,  1.615274109E+003
10.37259310540241,  5.751841549E+001,  2.477296610E-003,  1.314840391E+007,  1.615485348E+003
10.50000000000000,  5.648000303E+001,  2.151285827E-004,  1.317454651E+007,  1.616048214E+003
10.52260887469642,  5.630149995E+001,  1.233322162E-003,  1.317913624E+007,  1.616091611E+003
10.66666666666667,  5.517205208E+001,  1.157508460E-003,  1.320803977E+007,  1.616299137E+003
10.70262819085795,  5.489564292E+001,  2.293491454E-003,  1.321516444E+007,  1.616503817E+003
10.83333333333333,  5.389319737E+001,  8.174618960E-005,  1.324075786E+007,  1.616703484E+003
11.00000000000000,  5.264304677E+001,  3.840261777E-005,  1.327271693E+007,  1.616734602E+003
11.00021196395675,  5.264194253E+001,  3.840804580E-005,  1.327275710E+007,  1.616734631E+003
11.16666666666667,  5.145434121E+001,  3.183237999E-005,  1.330394335E+007,  1.616755268E+003
11.16687884945700,  5.145301678E+001,  3.183541131E-005,  1.330398266E+007,  1.616755292E+003
11.33333333333333,  5.029643209E+001,  2.948299211E-005,  1.333446613E+007,  1.616773580E+003
11.33354573076488,  5.029630271E+001,  2.948804473E-005,  1.333450459E+007,  1.616773603E+003
11.50000000000000,  4.918337992E+001,  2.805471764E-005,  1.336430912E+007,  1.616790791E+003
11.50021260803593,  4.918295142E+001,  2.806645547E-005,  1.336434676E+007,  1.616790813E+003
11.66666666666667,  4.810823447E+001,  2.702524240E-005,  1.339349452E+007,  1.616807286E+003
11.66687948152141,  4.810750360E+001,  2.703725456E-005,  1.339353138E+007,  1.616807307E+003
11.83333333333333,  4.706556328E+001,  2.615667181E-005,  1.342204440E+007,  1.616823238E+003
11.83354635121377,  4.706454065E+001,  2.616337312E-005,  1.342208049E+007,  1.616823258E+003
12.00000000000000,  4.604131628E+001,  2.542683936E-005,  1.344997591E+007,  1.616838728E+003
12.00021321726309,  4.604126283E+001,  2.542829146E-005,  1.345001125E+007,  1.616838747E+003
12.16666666666667,  4.504284098E+001,  2.475241436E-005,  1.347729997E+007,  1.616853784E+003
12.33333333333333,  4.408427603E+001,  3.763764334E-003,  1.350403655E+007,  1.617547783E+003
12.50000000000000,  4.315915590E+001,  1.119152743E-002,  1.353020751E+007,  1.621756314E+003
12.53292718614635,  4.297984224E+001,  1.353472615E-002,  1.353531282E+007,  1.623224478E+003
12.66666666666667,  4.225220346E+001,  9.697705489E-003,  1.355583036E+007,  1.628555612E+003
12.83333333333333,  4.136643401E+001,  7.088433523E-003,  1.358091487E+007,  1.633577189E+003
13.00000000000000,  4.050406436E+001,  4.726453201E-003,  1.360547450E+007,  1.637111295E+003
13.16666666666667,  3.967405093E+001,  2.973896936E-003,  1.362952697E+007,  1.639312216E+003
13.19605769278552,  3.953013524E+001,  3.090702730E-003,  1.363371715E+007,  1.639622594E+003
13.33333333333333,  3.886923854E+001,  6.874852785E-004,  1.365308839E+007,  1.640249707E+003
13.41772380152156,  3.847184263E+001,  8.743324914E-004,  1.366483642E+007,  1.640451892E+003
13.50000000000000,  3.809327590E+001,  6.306624118E-004,  1.367617525E+007,  1.640657174E+003
13.50021486096304,  3.809327370E+001,  6.306653709E-004,  1.367620471E+007,  1.640657662E+003
13.66666666666667,  3.734926928E+001,  5.971609035E-004,  1.369880779E+007,  1.641023079E+003
13.66688169481683,  3.734889078E+001,  5.974595745E-004,  1.369883670E+007,  1.641023542E+003
13.83333333333333,  3.662591214E+001,  5.846222372E-004,  1.372099884E+007,  1.641377319E+003
13.83354852586614,  3.662517098E+001,  5.847937793E-004,  1.372102721E+007,  1.641377773E+003
14.00000000000000,  3.591703341E+001,  5.715865745E-004,  1.374276112E+007,  1.641724164E+003
14.00021535420503,  3.591684137E+001,  5.717580105E-004,  1.374278897E+007,  1.641724607E+003
14.16666666666667,  3.522219794E+001,  5.601272762E-004,  1.376410240E+007,  1.642063632E+003
14.16688217995095,  3.522163232E+001,  5.603348487E-004,  1.376412973E+007,  1.642064067E+003
14.33333333333333,  3.454364257E+001,  5.490438884E-004,  1.378503133E+007,  1.642396362E+003
14.33354900310272,  3.454358423E+001,  5.490952589E-004,  1.378505815E+007,  1.642396788E+003
14.50000000000000,  3.388431831E+001,  5.393599619E-004,  1.380555883E+007,  1.642722501E+003
14.50625896605315,  3.386025243E+001,  5.418575451E-004,  1.380632204E+007,  1.642734691E+003
14.66666666666667,  3.324268702E+001,  5.290941155E-004,  1.382569579E+007,  1.643043141E+003
14.72412286075981,  3.302681102E+001,  9.122169608E-004,  1.383254925E+007,  1.643160590E+003
14.83333333333333,  3.262187367E+001,  5.478729649E-004,  1.384545420E+007,  1.643406458E+003
14.87915588457484,  3.245551093E+001,  1.580322129E-003,  1.385082175E+007,  1.643546410E+003
15.00000000000000,  3.202013417E+001,  5.490161812E-004,  1.386484605E+007,  1.643870390E+003
15.16666666666667,  3.142750342E+001,  5.060026716E-004,  1.388387965E+007,  1.644182853E+003
15.16688308124180,  3.142721281E+001,  5.060831293E-004,  1.388390413E+007,  1.644183247E+003
15.33333333333333,  3.085215652E+001,  4.927872779E-004,  1.390256312E+007,  1.644482309E+003
15.33354989013272,  3.085150561E+001,  4.928034308E-004,  1.390258718E+007,  1.644482693E+003
15.50000000000000,  3.028804128E+001,  4.810603477E-004,  1.392090440E+007,  1.644774422E+003
15.50021669665729,  3.028777057E+001,  4.811068407E-004,  1.392092803E+007,  1.644774797E+003
15.66666666666667,  2.973986008E+001,  4.705902054E-004,  1.393891208E+007,  1.645059928E+003
15.66688350081476,  2.973923798E+001,  4.705915390E-004,  1.393893529E+007,  1.645060295E+003
15.83333333333333,  2.920524738E+001,  4.573952246E-004,  1.395659483E+007,  1.645338549E+003
15.83355030293451,  2.920497373E+001,  4.574078887E-004,  1.395661765E+007,  1.645338906E+003
16.00000000000000,  2.868610103E+001,  4.314001756E-004,  1.397396152E+007,  1.645606564E+003
16.05536689927890,  2.851667213E+001,  4.863956890E-004,  1.397966228E+007,  1.645691052E+003
16.16666666666667,  2.817858456E+001,  3.690679403E-005,  1.399102053E+007,  1.645769674E+003
16.33333333333333,  2.768349132E+001,  2.911025139E-006,  1.400777797E+007,  1.645776282E+003
16.50000000000000,  2.721607180E+001,  8.444833598E-003,  1.402424677E+007,  1.648043185E+003
16.66666666666667,  2.675479758E+001,  1.560697060E-002,  1.404043779E+007,  1.655391368E+003
16.83333333333333,  2.630156042E+001,  1.932352150E-002,  1.405635437E+007,  1.666052223E+003
16.83551074056815,  2.629589870E+001,  1.943613058E-002,  1.405656051E+007,  1.666203908E+003
17.00000000000000,  2.585553989E+001,  1.674387690E-002,  1.407200107E+007,  1.676754789E+003
17.16666666666667,  2.542217963E+001,  1.487699117E-002,  1.408738385E+007,  1.686236437E+003
17.33333333333333,  2.499718001E+001,  1.306240995E-002,  1.410250946E+007,  1.694616522E+003
17.50000000000000,  2.458051417E+001,  1.127230601E-002,  1.411738245E+007,  1.701916106E+003
17.66666666666667,  2.417384350E+001,  9.482233554E-003,  1.413200778E+007,  1.708142282E+003
17.83333333333333,  2.377409878E+001,  7.758097409E-003,  1.414639182E+007,  1.713298735E+003
17.83966825570477,  2.375866082E+001,  8.385411404E-003,  1.414693384E+007,  1.713475961E+003
18.00000000000000,  2.338313472E+001,  4.072177038E-003,  1.416053872E+007,  1.716914991E+003
18.16666666666667,  2.300611218E+001,  1.156366017E-003,  1.417445503E+007,  1.718414932E+003
18.33333333333333,  2.264157320E+001,  1.790483608E-004,  1.418814903E+007,  1.718762603E+003
18.33355210616228,  2.264156676E+001,  1.790487037E-004,  1.418816686E+007,  1.718762744E+003
18.50000000000000,  2.228527842E+001,  1.239280159E-004,  1.420162668E+007,  1.718846022E+003
18.50021887946496,  2.228498190E+001,  1.239786295E-004,  1.420164424E+007,  1.718846119E+003
18.66666666666667,  2.193777372E+001,  1.179804180E-004,  1.421489322E+007,  1.718918204E+003
18.66688565129967,  2.193765071E+001,  1.180306506E-004,  1.421491051E+007,  1.718918297E+003
18.83333333333333,  2.159977655E+001,  1.167780593E-004,  1.422795385E+007,  1.718988456E+003
18.83355242165863,  2.159937839E+001,  1.167926009E-004,  1.422797089E+007,  1.718988548E+003
19.00000000000000,  2.126828419E+001,  1.145214474E-004,  1.424081407E+007,  1.719057787E+003
19.00021919064488,  2.126804248E+001,  1.145751603E-004,  1.424083085E+007,  1.719057877E+003
19.16666666666667,  2.094434881E+001,  1.124819159E-004,  1.425347730E+007,  1.719125895E+003
19.16688595830836,  2.094426458E+001,  1.125160731E-004,  1.425349384E+007,  1.719125984E+003
19.33333333333333,  2.062899190E+001,  1.106188220E-004,  1.426594892E+007,  1.719192824E+003
19.33355272462070,  2.062864178E+001,  1.106400580E-004,  1.426596521E+007,  1.719192911E+003
19.50000000000000,  2.031936907E+001,  1.088296361E-004,  1.427823319E+007,  1.719258654E+003
19.50021948960563,  2.031916207E+001,  1.088740400E-004,  1.427824924E+007,  1.719258740E+003
19.66666666666667,  2.001592709E+001,  1.072139261E-004,  1.429033344E+007,  1.719323500E+003
19.66688625327193,  2.001585958E+001,  1.072387689E-004,  1.429034927E+007,  1.719323585E+003
19.83333333333333,  1.971801978E+001,  1.058891380E-004,  1.430225341E+007,  1.719387408E+003
19.83355301562924,  1.971769384E+001,  1.059073574E-004,  1.430226900E+007,  1.719387492E+003
20.00000000000000,  1.942776311E+001,  1.042059447E-004,  1.431399670E+007,  1.719450409E+003
20.15079578361377,  1.917121409E+001,  4.665342785E-004,  1.432447335E+007,  1.719516910E+003
20.16666666666667,  1.914441366E+001,  3.030650830E-004,  1.432556794E+007,  1.719538258E+003
20.33333333333333,  1.886779325E+001,  1.095695480E-004,  1.433697124E+007,  1.719627775E+003
20.34235186140433,  1.885294939E+001,  1.110701086E-004,  1.433758357E+007,  1.719631360E+003
20.50000000000000,  1.859461108E+001,  1.014609408E-004,  1.434820966E+007,  1.719691210E+003
20.50022005237739,  1.859441299E+001,  1.014850894E-004,  1.434822439E+007,  1.719691290E+003
20.66666666666667,  1.832608412E+001,  9.829143996E-005,  1.435928563E+007,  1.719751008E+003
20.66688680939966,  1.832599936E+001,  9.831069441E-005,  1.435930015E+007,  1.719751086E+003
20.83333333333333,  1.806359456E+001,  9.638670037E-005,  1.437020219E+007,  1.719809380E+003
20.83355356487364,  1.806327408E+001,  9.639004033E-005,  1.437021652E+007,  1.719809456E+003
21.00000000000000,  1.780578128E+001,  9.475049342E-005,  1.438096272E+007,  1.719866715E+003
21.00022031894648,  1.780556900E+001,  9.476842055E-005,  1.438097684E+007,  1.719866790E+003
21.16666666666667,  1.755222538E+001,  9.329566735E-005,  1.439156972E+007,  1.719923141E+003
21.16688707186065,  1.755211589E+001,  9.331268289E-005,  1.439158364E+007,  1.719923215E+003
21.33333333333333,  1.730406017E+001,  9.186676512E-005,  1.440202657E+007,  1.719978677E+003
21.33355382370639,  1.730404807E+001,  9.186942632E-005,  1.440204030E+007,  1.719978750E+003
21.50000000000000,  1.706081162E+001,  9.048538015E-005,  1.441233579E+007,  1.720033389E+003
21.50022057445842,  1.706057286E+001,  9.049452157E-005,  1.441234934E+007,  1.720033461E+003
21.66666666666667,  1.682170058E+001,  8.903621599E-005,  1.442250033E+007,  1.720087230E+003
21.66688732414961,  1.682155557E+001,  8.904854105E-005,  1.442251369E+007,  1.720087301E+003
21.83333333333333,  1.658791652E+001,  8.762006005E-005,  1.443252296E+007,  1.720140233E+003
21.83355407279348,  1.658786201E+001,  8.762702760E-005,  1.443253614E+007,  1.720140303E+003
22.00000000000000,  1.636035741E+001,  8.628729726E-005,  1.444240731E+007,  1.720192415E+003
22.00022082039159,  1.636008885E+001,  8.628885237E-005,  1.444242032E+007,  1.720192484E+003
22.16666666666667,  1.613651910E+001,  8.479245148E-005,  1.445215612E+007,  1.720243739E+003
22.21504635022044,  1.607259207E+001,  8.488505082E-005,  1.445496097E+007,  1.720258485E+003
22.33333333333333,  1.591554528E+001,  8.363121761E-005,  1.446177164E+007,  1.720294355E+003
22.37620525847978,  1.586029566E+001,  8.738971357E-005,  1.446422370E+007,  1.720307337E+003
22.50000000000000,  1.569883627E+001,  7.999956554E-005,  1.447125605E+007,  1.720343562E+003
22.50022105725347,  1.569881148E+001,  8.000121112E-005,  1.447126854E+007,  1.720343626E+003
22.66666666666667,  1.548602446E+001,  7.884221414E-005,  1.448061115E+007,  1.720391229E+003
22.66688780094289,  1.548579562E+001,  7.884262194E-005,  1.448062348E+007,  1.720391292E+003
22.83333333333333,  1.527800414E+001,  7.864578643E-005,  1.448984013E+007,  1.720438354E+003
22.89770977114322,  1.519902040E+001,  2.412518289E-004,  1.449337170E+007,  1.720457124E+003
23.00000000000000,  1.507346770E+001,  4.325313163E-005,  1.449894555E+007,  1.720478148E+003
23.00022128546803,  1.507338516E+001,  4.325439785E-005,  1.449895756E+007,  1.720478183E+003
23.16666666666667,  1.487376320E+001,  4.275081140E-005,  1.450792926E+007,  1.720503952E+003
23.16688802634892,  1.487375042E+001,  4.275103274E-005,  1.450794111E+007,  1.720503986E+003
23.33333333333333,  1.467983675E+001,  4.200919726E-005,  1.451679520E+007,  1.720529412E+003
23.50000000000000,  1.449040728E+001,  2.866900335E-004,  1.452554593E+007,  1.720571432E+003
23.50841727595849,  1.448104292E+001,  3.730612282E-004,  1.452598488E+007,  1.720580917E+003
23.66666666666667,  1.430482004E+001,  1.522395719E-005,  1.453418443E+007,  1.720630317E+003
23.83333333333333,  1.412111590E+001,  3.207623691E-006,  1.454271202E+007,  1.720634640E+003
24.00000000000000,  1.394089684E+001,  1.198985264E-006,  1.455113042E+007,  1.720635827E+003
24.16666666666667,  1.376417050E+001,  5.987990428E-007,  1.455944168E+007,  1.720636336E+003
24.33333333333333,  1.359163840E+001,  3.592212547E-007,  1.456764822E+007,  1.720636614E+003
24.50000000000000,  1.342231486E+001,  2.447429204E-007,  1.457575225E+007,  1.720636792E+003
24.66666666666667,  1.325679759E+001,  1.828898072E-007,  1.458375582E+007,  1.720636918E+003
24.83333333333333,  1.309390703E+001,  1.461553779E-007,  1.459166088E+007,  1.720637016E+003
25.00000000000000,  1.293374002E+001,  1.227505339E-007,  1.459946900E+007,  1.720637096E+003
25.16666666666667,  1.277701436E+001,  1.069366454E-007,  1.460718206E+007,  1.720637165E+003
25.33333333333333,  1.262332763E+001,  9.571205316E-008,  1.461480207E+007,  1.720637226E+003
25.50000000000000,  1.247283081E+001,  8.741130629E-008,  1.462233064E+007,  1.720637280E+003
25.66666666666667,  1.232471846E+001,  8.102736320E-008,  1.462976979E+007,  1.720637331E+003
25.83333333333333,  1.217970029E+001,  7.596630036E-008,  1.463712091E+007,  1.720637378E+003
26.00000000000000,  1.203541663E+001,  7.184064797E-008,  1.464438542E+007,  1.720637422E+003
26.16666666666667,  1.189249642E+001,  6.839899667E-008,  1.465156372E+007,  1.720637464E+003
26.33333333333333,  1.175345369E+001,  6.554835334E-008,  1.465865726E+007,  1.720637504E+003
26.50000000000000,  1.161699307E+001,  6.312203242E-008,  1.466566825E+007,  1.720637543E+003
26.66666666666667,  1.148276015E+001,  6.095857671E-008,  1.467259817E+007,  1.720637580E+003
26.83333333333333,  1.135161725E+001,  5.900626585E-008,  1.467944847E+007,  1.720637616E+003
27.00000000000000,  1.122271730E+001,  5.722847758E-008,  1.468622058E+007,  1.720637651E+003
27.16666666666667,  1.109562498E+001,  5.559079388E-008,  1.469291603E+007,  1.720637685E+003
27.33333333333333,  1.097012397E+001,  5.407273691E-008,  1.469953564E+007,  1.720637718E+003
27.50000000000000,  1.084642487E+001,  5.265632571E-008,  1.470608046E+007,  1.720637750E+003
27.66666666666667,  1.072525560E+001,  5.132730699E-008,  1.471255188E+007,  1.720637781E+003
27.83333333333333,  1.060630742E+001,  5.007424781E-008,  1.471895112E+007,  1.720637811E+003
28.00000000000000,  1.048882946E+001,  4.888943307E-008,  1.472527971E+007,  1.720637841E+003
28.16666666666667,  1.037387156E+001,  4.776210295E-008,  1.473153844E+007,  1.720637870E+003
28.33333333333333,  1.026083929E+001,  4.668760305E-008,  1.473772873E+007,  1.720637898E+003
28.50000000000000,  1.015026669E+001,  4.566068592E-008,  1.474385198E+007,  1.720637926E+003
28.66666666666667,  1.004122713E+001,  4.467692864E-008,  1.474990936E+007,  1.720637953E+003
28.83333333333333,  9.933269178E+000,  4.373381369E-008,  1.475590174E+007,  1.720637980E+003
29.00000000000000,  9.826071126E+000,  4.282558260E-008,  1.476182944E+007,  1.720638006E+003
29.16666666666667,  9.721264477E+000,  4.195074301E-008,  1.476769360E+007,  1.720638031E+003
29.33333333333333,  9.617244535E+000,  4.110687272E-008,  1.477349506E+007,  1.720638056E+003
29.50000000000000,  9.515234596E+000,  4.029184525E-008,  1.477923470E+007,  1.720638080E+003
29.66666666666667,  9.415382740E+000,  3.950378466E-008,  1.478491379E+007,  1.720638104E+003
29.83333333333333,  9.317786732E+000,  3.874203335E-008,  1.479053361E+007,  1.720638128E+003
30.00000000000000,  9.222260678E+000,  3.800305721E-008,  1.479609555E+007,  1.720638151E+003
30.16666666666667,  9.127914421E+000,  3.728656216E-008,  1.480160052E+007,  1.720638173E+003
30.33333333333333,  9.035333406E+000,  3.659134189E-008,  1.480704940E+007,  1.720638196E+003
30.50000000000000,  8.943705510E+000,  3.591630460E-008,  1.481244308E+007,  1.720638217E+003
30.66666666666667,  8.852817402E+000,  3.526045164E-008,  1.481778200E+007,  1.720638239E+003
30.83333333333333,  8.763077428E+000,  3.462287076E-008,  1.482306669E+007,  1.720638260E+003
31.00000000000000,  8.675027347E+000,  3.400354557E-008,  1.482829808E+007,  1.720638280E+003
31.16666666666667,  8.588310107E+000,  3.340003890E-008,  1.483347698E+007,  1.720638300E+003
31.18594047660029,  8.578402023E+000,  1.570708968E-005,  1.483407254E+007,  1.720638407E+003
31.33333333333333,  8.502736572E+000,  1.031300223E-006,  1.483860423E+007,  1.720640741E+003
31.50000000000000,  8.418413796E+000,  2.452180438E-007,  1.484368050E+007,  1.720641046E+003
31.66666666666667,  8.334698837E+000,  1.099994011E-007,  1.484870632E+007,  1.720641143E+003
31.83333333333333,  8.252468550E+000,  6.888151343E-008,  1.485368243E+007,  1.720641195E+003
32.00000000000000,  8.171411645E+000,  5.207196209E-008,  1.485860957E+007,  1.720641230E+003
